DATAFLOW,LAST UPDATE,freq,unit,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRG0,2019,65.1,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRG0,2020,65.2,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRG0,2021,64.2,bd
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRH0,1999,64.4,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRH0,2000,63.0,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRH0,2001,64.6,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRH0,2002,64.3,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRH0,2003,67.6,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRH0,2004,63.9,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRH0,2005,62.5,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRH0,2006,66.1,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRH0,2007,63.8,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRH0,2008,65.1,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRH0,2009,65.3,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRH0,2010,64.2,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRH0,2011,63.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRH0,2012,65.0,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRH0,2013,67.1,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRH0,2014,66.6,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRH0,2015,67.1,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRH0,2016,65.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRH0,2017,64.6,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRH0,2018,64.7,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRH0,2019,63.4,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRH0,2020,63.2,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRH0,2021,64.1,bd
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI1,1999,63.9,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI1,2000,64.2,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI1,2001,64.7,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI1,2002,64.8,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI1,2003,67.1,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI1,2004,64.9,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI1,2005,64.1,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI1,2006,65.6,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI1,2007,67.6,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI1,2008,66.3,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI1,2009,67.0,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI1,2010,68.2,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI1,2011,64.9,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI1,2012,65.1,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI1,2013,64.2,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI1,2014,64.4,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI1,2015,65.6,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI1,2016,64.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI1,2017,64.9,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI1,2018,64.7,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI1,2019,65.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI1,2020,64.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI1,2021,66.9,bd
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI2,1999,61.3,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI2,2000,63.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI2,2001,61.7,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI2,2002,62.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI2,2003,67.1,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI2,2004,67.1,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI2,2005,69.0,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI2,2006,66.6,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI2,2007,64.7,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI2,2008,65.9,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI2,2009,66.6,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI2,2010,64.8,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI2,2011,64.7,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI2,2012,63.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI2,2013,64.0,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI2,2014,65.4,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI2,2015,65.2,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI2,2016,67.4,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI2,2017,65.6,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI2,2018,62.7,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI2,2019,60.2,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI2,2020,57.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI2,2021,61.6,bd
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI3,1999,65.1,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI3,2000,64.7,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI3,2001,64.6,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI3,2002,66.1,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI3,2003,62.8,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI3,2004,65.3,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI3,2005,64.9,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI3,2006,64.1,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI3,2007,64.9,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI3,2008,66.4,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI3,2009,64.8,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI3,2010,63.1,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI3,2011,64.9,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI3,2012,65.2,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI3,2013,67.3,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI3,2014,65.4,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI3,2015,64.3,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI3,2016,63.8,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI3,2017,63.0,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI3,2018,62.9,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI3,2019,63.2,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI3,2020,63.9,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRI3,2021,61.1,bd
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRJ1,1999,63.8,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRJ1,2000,63.0,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRJ1,2001,61.7,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRJ1,2002,60.6,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRJ1,2003,62.0,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRJ1,2004,62.4,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRJ1,2005,61.8,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRJ1,2006,61.1,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRJ1,2007,61.9,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRJ1,2008,61.0,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRJ1,2009,62.7,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRJ1,2010,62.4,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRJ1,2011,61.7,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRJ1,2012,59.6,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRJ1,2013,59.9,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRJ1,2014,61.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRJ1,2015,60.4,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRJ1,2016,59.8,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRJ1,2017,62.0,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRJ1,2018,60.2,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRJ1,2019,59.8,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRJ1,2020,59.7,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRJ1,2021,62.9,bd
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRJ2,1999,63.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRJ2,2000,65.7,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRJ2,2001,66.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRJ2,2002,67.1,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRJ2,2003,66.2,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRJ2,2004,66.3,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRJ2,2005,67.7,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRJ2,2006,68.9,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRJ2,2007,68.4,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRJ2,2008,68.7,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRJ2,2009,68.8,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRJ2,2010,68.6,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRJ2,2011,68.1,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRJ2,2012,69.2,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRJ2,2013,69.6,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRJ2,2014,67.9,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRJ2,2015,65.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRJ2,2016,65.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRJ2,2017,64.7,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRJ2,2018,65.1,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRJ2,2019,65.7,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRJ2,2020,63.9,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRJ2,2021,66.2,bd
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRK1,1999,62.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRK1,2000,63.9,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRK1,2001,63.8,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRK1,2002,65.3,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRK1,2003,64.6,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRK1,2004,65.8,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRK1,2005,67.4,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRK1,2006,67.8,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRK1,2007,66.2,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRK1,2008,64.3,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRK1,2009,65.9,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRK1,2010,66.7,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRK1,2011,66.6,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRK1,2012,67.8,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRK1,2013,65.1,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRK1,2014,63.0,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRK1,2015,63.9,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRK1,2016,64.6,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRK1,2017,62.9,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRK1,2018,65.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRK1,2019,63.8,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRK1,2020,61.2,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRK1,2021,62.3,bd
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRK2,1999,69.3,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRK2,2000,68.0,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRK2,2001,69.0,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRK2,2002,68.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRK2,2003,68.6,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRK2,2004,68.2,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRK2,2005,68.3,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRK2,2006,69.6,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRK2,2007,69.4,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRK2,2008,68.0,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRK2,2009,67.9,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRK2,2010,69.0,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRK2,2011,68.8,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRK2,2012,69.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRK2,2013,69.0,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRK2,2014,68.3,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRK2,2015,68.9,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRK2,2016,68.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRK2,2017,69.0,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRK2,2018,69.8,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRK2,2019,69.1,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRK2,2020,67.3,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRK2,2021,68.8,bd
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRL0,1999,66.0,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRL0,2000,64.6,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRL0,2001,63.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRL0,2002,63.6,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRL0,2003,64.2,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRL0,2004,64.8,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRL0,2005,63.8,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRL0,2006,62.9,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRL0,2007,63.6,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRL0,2008,64.6,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRL0,2009,65.7,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRL0,2010,66.1,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRL0,2011,65.4,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRL0,2012,65.6,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRL0,2013,65.7,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRL0,2014,64.7,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRL0,2015,64.2,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRL0,2016,65.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRL0,2017,64.7,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRL0,2018,64.1,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRL0,2019,62.8,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRL0,2020,63.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRL0,2021,63.5,bd
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRM0,1999,60.5,u
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRM0,2000,50.4,u
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRM0,2001,44.3,u
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRM0,2002,49.5,u
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRM0,2003,66.3,bu
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,M,Y15-74,FRM0,2004,59.9,u
